# Worldcrafter saved map.
# Saved on 30-05-2012 00:58.
Worldcrafter Save File
File Version
2
Map_data
23|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,23|,
23|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,23|,
23|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,23|,
23|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,23|,
23|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,23|,
23|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,23|,
23|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,23|,
23|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,23|,
23|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,23|,
23|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,0|,23|,
